***** Running Evaluation: eval *****
  Num examples = 69529
  Batch size = 48
{'eval_loss': nan, 'eval_bleu': 25.33, 'eval_accuracy': 0.0, 'eval_correct': 0, 'eval_total': 69529, 'step': 0}
You are instantiating a Trainer but Tensorboard is not installed. You should consider installing it.
You are instantiating a Trainer but W&B is not installed. To use wandb logging, run `pip install wandb; wandb login` see https://docs.wandb.com/huggingface.
***** Running training *****
  Num examples = 68894
  Num Epochs = 10
  Instantaneous batch size per device = 48
  Total train batch size (w. parallel, distributed & accumulation) = 48
  Gradient Accumulation steps = 1
  Total optimization steps = 14360
{'loss': 2.587746024131775, 'learning_rate': 4.9912952646239555e-05, 'epoch': 0.017409470752089137, 'step': 25}
{'loss': 0.834812514781952, 'learning_rate': 4.738857938718663e-05, 'epoch': 0.5222841225626741, 'step': 750}
{'loss': 0.8397013926506043, 'learning_rate': 4.7301532033426185e-05, 'epoch': 0.5396935933147632, 'step': 775}
{'loss': 0.8580422878265381, 'learning_rate': 4.721448467966574e-05, 'epoch': 0.5571030640668524, 'step': 800}
{'loss': 0.839840772151947, 'learning_rate': 4.712743732590529e-05, 'epoch': 0.5745125348189415, 'step': 825}
{'loss': 0.83755047082901, 'learning_rate': 4.704038997214485e-05, 'epoch': 0.5919220055710307, 'step': 850}
{'loss': 0.8092427945137024, 'learning_rate': 4.6953342618384404e-05, 'epoch': 0.6093314763231198, 'step': 875}
{'loss': 0.7860220789909362, 'learning_rate': 4.686629526462396e-05, 'epoch': 0.6267409470752089, 'step': 900}
{'loss': 0.7988429617881775, 'learning_rate': 4.677924791086351e-05, 'epoch': 0.6441504178272981, 'step': 925}
{'loss': 0.79413827419281, 'learning_rate': 4.669220055710306e-05, 'epoch': 0.6615598885793872, 'step': 950}
{'loss': 0.7872106122970581, 'learning_rate': 4.660515320334262e-05, 'epoch': 0.6789693593314763, 'step': 975}
{'loss': 0.7640641975402832, 'learning_rate': 4.6518105849582176e-05, 'epoch': 0.6963788300835655, 'step': 1000}
{'loss': 0.7834334230422973, 'learning_rate': 4.643105849582173e-05, 'epoch': 0.7137883008356546, 'step': 1025}
{'loss': 0.776558792591095, 'learning_rate': 4.634401114206128e-05, 'epoch': 0.7311977715877437, 'step': 1050}
{'loss': 0.7325587844848633, 'learning_rate': 4.625696378830084e-05, 'epoch': 0.7486072423398329, 'step': 1075}
{'loss': 0.7608147263526917, 'learning_rate': 4.6169916434540394e-05, 'epoch': 0.766016713091922, 'step': 1100}
{'loss': 0.7620808839797973, 'learning_rate': 4.608286908077995e-05, 'epoch': 0.7834261838440112, 'step': 1125}
{'loss': 0.7542779064178466, 'learning_rate': 4.59958217270195e-05, 'epoch': 0.8008356545961003, 'step': 1150}
{'loss': 0.7234308147430419, 'learning_rate': 4.590877437325905e-05, 'epoch': 0.8182451253481894, 'step': 1175}
{'loss': 0.7280187058448792, 'learning_rate': 4.582172701949861e-05, 'epoch': 0.8356545961002786, 'step': 1200}
{'loss': 0.7134260702133178, 'learning_rate': 4.573467966573816e-05, 'epoch': 0.8530640668523677, 'step': 1225}
{'loss': 0.7062974214553833, 'learning_rate': 4.564763231197772e-05, 'epoch': 0.8704735376044568, 'step': 1250}
{'loss': 0.7206158661842346, 'learning_rate': 4.556058495821727e-05, 'epoch': 0.887883008356546, 'step': 1275}
{'loss': 0.6967422890663147, 'learning_rate': 4.547353760445683e-05, 'epoch': 0.9052924791086351, 'step': 1300}
{'loss': 0.7137840986251831, 'learning_rate': 4.538649025069638e-05, 'epoch': 0.9227019498607242, 'step': 1325}
{'loss': 0.7245288944244385, 'learning_rate': 4.529944289693593e-05, 'epoch': 0.9401114206128134, 'step': 1350}
{'loss': 0.6948374032974243, 'learning_rate': 4.521239554317549e-05, 'epoch': 0.9575208913649025, 'step': 1375}
{'loss': 0.7078364682197571, 'learning_rate': 4.5125348189415044e-05, 'epoch': 0.9749303621169917, 'step': 1400}
{'loss': 0.6860452938079834, 'learning_rate': 4.50383008356546e-05, 'epoch': 0.9923398328690808, 'step': 1425}
***** Running Evaluation: eval *****
  Num examples = 1400
  Batch size = 48
{'eval_loss': nan, 'eval_bleu': 31.24, 'eval_accuracy': 0.0, 'eval_correct': 0, 'eval_total': 1400, 'epoch': 1.0, 'step': 1436}
{'loss': 0.6366108000278473, 'learning_rate': 4.495125348189415e-05, 'epoch': 1.00974930362117, 'step': 1450}
{'loss': 0.5974771440029144, 'learning_rate': 4.486420612813371e-05, 'epoch': 1.027158774373259, 'step': 1475}
{'loss': 0.5909569323062897, 'learning_rate': 4.477715877437326e-05, 'epoch': 1.0445682451253482, 'step': 1500}
{'loss': 0.6069238090515137, 'learning_rate': 4.4690111420612815e-05, 'epoch': 1.0619777158774373, 'step': 1525}
{'loss': 0.5687224984169006, 'learning_rate': 4.460306406685237e-05, 'epoch': 1.0793871866295264, 'step': 1550}
{'loss': 0.5847956323623658, 'learning_rate': 4.451601671309192e-05, 'epoch': 1.0967966573816157, 'step': 1575}
{'loss': 0.5751196300983429, 'learning_rate': 4.442896935933148e-05, 'epoch': 1.1142061281337048, 'step': 1600}
{'loss': 0.5900132095813752, 'learning_rate': 4.4341922005571034e-05, 'epoch': 1.1316155988857939, 'step': 1625}
{'loss': 0.6021030938625336, 'learning_rate': 4.425487465181059e-05, 'epoch': 1.149025069637883, 'step': 1650}
{'loss': 0.6186256241798401, 'learning_rate': 4.416782729805014e-05, 'epoch': 1.166434540389972, 'step': 1675}
{'loss': 0.5839561784267425, 'learning_rate': 4.40807799442897e-05, 'epoch': 1.1838440111420612, 'step': 1700}
{'loss': 0.572408938407898, 'learning_rate': 4.399373259052925e-05, 'epoch': 1.2012534818941505, 'step': 1725}
{'loss': 0.5726647388935089, 'learning_rate': 4.39066852367688e-05, 'epoch': 1.2186629526462396, 'step': 1750}
{'loss': 0.5629030847549439, 'learning_rate': 4.381963788300836e-05, 'epoch': 1.2360724233983287, 'step': 1775}
{'loss': 0.5498663473129273, 'learning_rate': 4.373259052924791e-05, 'epoch': 1.2534818941504178, 'step': 1800}
{'loss': 0.5794899153709412, 'learning_rate': 4.364554317548747e-05, 'epoch': 1.270891364902507, 'step': 1825}
{'loss': 0.5392534303665161, 'learning_rate': 4.355849582172702e-05, 'epoch': 1.2883008356545962, 'step': 1850}
{'loss': 0.5784308576583862, 'learning_rate': 4.347144846796658e-05, 'epoch': 1.3057103064066853, 'step': 1875}
{'loss': 0.5743767631053924, 'learning_rate': 4.338440111420613e-05, 'epoch': 1.3231197771587744, 'step': 1900}
{'loss': 0.5642701745033264, 'learning_rate': 4.329735376044568e-05, 'epoch': 1.3405292479108635, 'step': 1925}
{'loss': 0.5535569918155671, 'learning_rate': 4.321030640668524e-05, 'epoch': 1.3579387186629526, 'step': 1950}
{'loss': 0.5762117111682892, 'learning_rate': 4.312325905292479e-05, 'epoch': 1.3753481894150417, 'step': 1975}
{'loss': 0.5699601459503174, 'learning_rate': 4.303621169916435e-05, 'epoch': 1.392757660167131, 'step': 2000}
{'loss': 0.566405280828476, 'learning_rate': 4.29491643454039e-05, 'epoch': 1.41016713091922, 'step': 2025}
{'loss': 0.5377906513214111, 'learning_rate': 4.286211699164346e-05, 'epoch': 1.4275766016713092, 'step': 2050}
{'loss': 0.5385177409648896, 'learning_rate': 4.277506963788301e-05, 'epoch': 1.4449860724233983, 'step': 2075}
{'loss': 0.5336612153053284, 'learning_rate': 4.268802228412256e-05, 'epoch': 1.4623955431754876, 'step': 2100}
{'loss': 0.5267501878738403, 'learning_rate': 4.260097493036212e-05, 'epoch': 1.4798050139275767, 'step': 2125}
{'loss': 0.5489976906776428, 'learning_rate': 4.2513927576601673e-05, 'epoch': 1.4972144846796658, 'step': 2150}
{'loss': 0.5460753548145294, 'learning_rate': 4.2426880222841226e-05, 'epoch': 1.5146239554317549, 'step': 2175}
{'loss': 0.5566128778457642, 'learning_rate': 4.233983286908078e-05, 'epoch': 1.532033426183844, 'step': 2200}
{'loss': 0.563418117761612, 'learning_rate': 4.225278551532034e-05, 'epoch': 1.549442896935933, 'step': 2225}
{'loss': 0.5241589522361756, 'learning_rate': 4.216573816155989e-05, 'epoch': 1.5668523676880222, 'step': 2250}
{'loss': 0.5661945724487305, 'learning_rate': 4.2078690807799445e-05, 'epoch': 1.5842618384401113, 'step': 2275}
{'loss': 0.5074335622787476, 'learning_rate': 4.1991643454039e-05, 'epoch': 1.6016713091922006, 'step': 2300}
{'loss': 0.5387035691738129, 'learning_rate': 4.190459610027855e-05, 'epoch': 1.6190807799442897, 'step': 2325}
{'loss': 0.5341904067993164, 'learning_rate': 4.181754874651811e-05, 'epoch': 1.636490250696379, 'step': 2350}
{'loss': 0.5213024342060089, 'learning_rate': 4.1730501392757664e-05, 'epoch': 1.653899721448468, 'step': 2375}
{'loss': 0.5318812847137451, 'learning_rate': 4.164345403899722e-05, 'epoch': 1.6713091922005572, 'step': 2400}
{'loss': 0.5322656178474426, 'learning_rate': 4.155640668523677e-05, 'epoch': 1.6887186629526463, 'step': 2425}
{'loss': 0.5278292739391327, 'learning_rate': 4.146935933147633e-05, 'epoch': 1.7061281337047354, 'step': 2450}
{'loss': 0.5335599672794342, 'learning_rate': 4.138231197771588e-05, 'epoch': 1.7235376044568245, 'step': 2475}
{'loss': 0.5480793249607087, 'learning_rate': 4.129526462395543e-05, 'epoch': 1.7409470752089136, 'step': 2500}
{'loss': 0.508489578962326, 'learning_rate': 4.120821727019499e-05, 'epoch': 1.7583565459610027, 'step': 2525}
{'loss': 0.5428836631774903, 'learning_rate': 4.112116991643454e-05, 'epoch': 1.775766016713092, 'step': 2550}
{'loss': 0.5100860714912414, 'learning_rate': 4.10341225626741e-05, 'epoch': 1.793175487465181, 'step': 2575}
{'loss': 0.5233012986183166, 'learning_rate': 4.094707520891365e-05, 'epoch': 1.8105849582172702, 'step': 2600}
{'loss': 0.5059736979007721, 'learning_rate': 4.086002785515321e-05, 'epoch': 1.8279944289693595, 'step': 2625}
{'loss': 0.5158260703086853, 'learning_rate': 4.077298050139276e-05, 'epoch': 1.8454038997214486, 'step': 2650}
{'loss': 0.5074183249473572, 'learning_rate': 4.068593314763231e-05, 'epoch': 1.8628133704735377, 'step': 2675}
{'loss': 0.5198496234416962, 'learning_rate': 4.0598885793871866e-05, 'epoch': 1.8802228412256268, 'step': 2700}
{'loss': 0.488741888999939, 'learning_rate': 4.051183844011142e-05, 'epoch': 1.8976323119777159, 'step': 2725}
{'loss': 0.5203062272071839, 'learning_rate': 4.042479108635098e-05, 'epoch': 1.915041782729805, 'step': 2750}
{'loss': 0.5140370452404022, 'learning_rate': 4.033774373259053e-05, 'epoch': 1.932451253481894, 'step': 2775}
{'loss': 0.4922788655757904, 'learning_rate': 4.0250696378830085e-05, 'epoch': 1.9498607242339832, 'step': 2800}
{'loss': 0.5084288907051087, 'learning_rate': 4.016364902506964e-05, 'epoch': 1.9672701949860725, 'step': 2825}
{'loss': 0.4931425583362579, 'learning_rate': 4.007660167130919e-05, 'epoch': 1.9846796657381616, 'step': 2850}
***** Running Evaluation: eval *****
  Num examples = 1400
  Batch size = 48
{'eval_loss': nan, 'eval_bleu': 32.62, 'eval_accuracy': 0.0, 'eval_correct': 0, 'eval_total': 1400, 'epoch': 2.0, 'step': 2872}
{'loss': 0.5043708646297455, 'learning_rate': 3.998955431754875e-05, 'epoch': 2.002089136490251, 'step': 2875}
{'loss': 0.4318565237522125, 'learning_rate': 3.9902506963788303e-05, 'epoch': 2.01949860724234, 'step': 2900}
{'loss': 0.4122905230522156, 'learning_rate': 3.9815459610027856e-05, 'epoch': 2.036908077994429, 'step': 2925}
{'loss': 0.4336713087558746, 'learning_rate': 3.972841225626741e-05, 'epoch': 2.054317548746518, 'step': 2950}
{'loss': 0.43952824592590334, 'learning_rate': 3.964136490250697e-05, 'epoch': 2.0717270194986073, 'step': 2975}
{'loss': 0.4334091794490814, 'learning_rate': 3.955431754874652e-05, 'epoch': 2.0891364902506964, 'step': 3000}
{'loss': 0.41584337592124937, 'learning_rate': 3.9467270194986075e-05, 'epoch': 2.1065459610027855, 'step': 3025}
{'loss': 0.4306021738052368, 'learning_rate': 3.938022284122563e-05, 'epoch': 2.1239554317548746, 'step': 3050}
{'loss': 0.42979525327682494, 'learning_rate': 3.929317548746518e-05, 'epoch': 2.1413649025069637, 'step': 3075}
{'loss': 0.4204935586452484, 'learning_rate': 3.920612813370474e-05, 'epoch': 2.1587743732590527, 'step': 3100}
{'loss': 0.4255899238586426, 'learning_rate': 3.911908077994429e-05, 'epoch': 2.176183844011142, 'step': 3125}
{'loss': 0.434577978849411, 'learning_rate': 3.903203342618385e-05, 'epoch': 2.1935933147632314, 'step': 3150}
{'loss': 0.41234553813934327, 'learning_rate': 3.89449860724234e-05, 'epoch': 2.2110027855153205, 'step': 3175}
{'loss': 0.4361476385593414, 'learning_rate': 3.885793871866296e-05, 'epoch': 2.2284122562674096, 'step': 3200}
{'loss': 0.4181428337097168, 'learning_rate': 3.8770891364902506e-05, 'epoch': 2.2458217270194987, 'step': 3225}
{'loss': 0.41439847826957704, 'learning_rate': 3.868384401114206e-05, 'epoch': 2.2632311977715878, 'step': 3250}
{'loss': 0.42260026931762695, 'learning_rate': 3.859679665738162e-05, 'epoch': 2.280640668523677, 'step': 3275}
{'loss': 0.4207492291927338, 'learning_rate': 3.850974930362117e-05, 'epoch': 2.298050139275766, 'step': 3300}
{'loss': 0.4284942328929901, 'learning_rate': 3.842270194986073e-05, 'epoch': 2.315459610027855, 'step': 3325}
{'loss': 0.4184598088264465, 'learning_rate': 3.833565459610028e-05, 'epoch': 2.332869080779944, 'step': 3350}
{'loss': 0.4060280013084412, 'learning_rate': 3.824860724233984e-05, 'epoch': 2.3502785515320332, 'step': 3375}
{'loss': 0.41598103404045106, 'learning_rate': 3.816155988857939e-05, 'epoch': 2.3676880222841223, 'step': 3400}
{'loss': 0.4200255572795868, 'learning_rate': 3.807451253481894e-05, 'epoch': 2.385097493036212, 'step': 3425}
{'loss': 0.4156296730041504, 'learning_rate': 3.7987465181058496e-05, 'epoch': 2.402506963788301, 'step': 3450}
{'loss': 0.4103225350379944, 'learning_rate': 3.790041782729805e-05, 'epoch': 2.41991643454039, 'step': 3475}
{'loss': 0.45815921425819395, 'learning_rate': 3.781337047353761e-05, 'epoch': 2.437325905292479, 'step': 3500}
{'loss': 0.4111012232303619, 'learning_rate': 3.772632311977716e-05, 'epoch': 2.4547353760445683, 'step': 3525}
{'loss': 0.4164823842048645, 'learning_rate': 3.7639275766016715e-05, 'epoch': 2.4721448467966574, 'step': 3550}
{'loss': 0.4159948253631592, 'learning_rate': 3.755222841225627e-05, 'epoch': 2.4895543175487465, 'step': 3575}
{'loss': 0.4152804148197174, 'learning_rate': 3.746518105849583e-05, 'epoch': 2.5069637883008355, 'step': 3600}
{'loss': 0.4170520079135895, 'learning_rate': 3.737813370473538e-05, 'epoch': 2.5243732590529246, 'step': 3625}
{'loss': 0.3983872103691101, 'learning_rate': 3.7291086350974927e-05, 'epoch': 2.541782729805014, 'step': 3650}
{'loss': 0.40151547074317934, 'learning_rate': 3.7204038997214486e-05, 'epoch': 2.559192200557103, 'step': 3675}
{'loss': 0.42529415249824526, 'learning_rate': 3.711699164345404e-05, 'epoch': 2.5766016713091924, 'step': 3700}
{'loss': 0.41297520756721495, 'learning_rate': 3.70299442896936e-05, 'epoch': 2.5940111420612815, 'step': 3725}
{'loss': 0.41295577883720397, 'learning_rate': 3.6942896935933145e-05, 'epoch': 2.6114206128133706, 'step': 3750}
{'loss': 0.4171305274963379, 'learning_rate': 3.6855849582172705e-05, 'epoch': 2.6288300835654597, 'step': 3775}
{'loss': 0.4126338601112366, 'learning_rate': 3.676880222841226e-05, 'epoch': 2.6462395543175488, 'step': 3800}
{'loss': 0.4246192443370819, 'learning_rate': 3.668175487465181e-05, 'epoch': 2.663649025069638, 'step': 3825}
{'loss': 0.3997443509101868, 'learning_rate': 3.659470752089137e-05, 'epoch': 2.681058495821727, 'step': 3850}
{'loss': 0.4296155750751495, 'learning_rate': 3.650766016713092e-05, 'epoch': 2.698467966573816, 'step': 3875}
{'loss': 0.412642297744751, 'learning_rate': 3.642061281337048e-05, 'epoch': 2.715877437325905, 'step': 3900}
{'loss': 0.418936573266983, 'learning_rate': 3.633356545961003e-05, 'epoch': 2.7332869080779947, 'step': 3925}
{'loss': 0.416506108045578, 'learning_rate': 3.624651810584959e-05, 'epoch': 2.7506963788300833, 'step': 3950}
{'loss': 0.42156251430511477, 'learning_rate': 3.6159470752089136e-05, 'epoch': 2.768105849582173, 'step': 3975}
{'loss': 0.4048962640762329, 'learning_rate': 3.607242339832869e-05, 'epoch': 2.785515320334262, 'step': 4000}
{'loss': 0.4068252098560333, 'learning_rate': 3.598537604456825e-05, 'epoch': 2.802924791086351, 'step': 4025}
{'loss': 0.4118393874168396, 'learning_rate': 3.58983286908078e-05, 'epoch': 2.82033426183844, 'step': 4050}
{'loss': 0.4049258267879486, 'learning_rate': 3.5811281337047354e-05, 'epoch': 2.8377437325905293, 'step': 4075}
{'loss': 0.4065626299381256, 'learning_rate': 3.572423398328691e-05, 'epoch': 2.8551532033426184, 'step': 4100}
{'loss': 0.407685432434082, 'learning_rate': 3.563718662952647e-05, 'epoch': 2.8725626740947074, 'step': 4125}
{'loss': 0.41006993293762206, 'learning_rate': 3.555013927576602e-05, 'epoch': 2.8899721448467965, 'step': 4150}
{'loss': 0.42508876204490664, 'learning_rate': 3.546309192200557e-05, 'epoch': 2.9073816155988856, 'step': 4175}
{'loss': 0.41480534911155703, 'learning_rate': 3.5376044568245126e-05, 'epoch': 2.924791086350975, 'step': 4200}
{'loss': 0.40557613372802737, 'learning_rate': 3.528899721448468e-05, 'epoch': 2.942200557103064, 'step': 4225}
{'loss': 0.4055521523952484, 'learning_rate': 3.520194986072424e-05, 'epoch': 2.9596100278551534, 'step': 4250}
{'loss': 0.39033075571060183, 'learning_rate': 3.511490250696379e-05, 'epoch': 2.9770194986072425, 'step': 4275}
{'loss': 0.4401645529270172, 'learning_rate': 3.5027855153203345e-05, 'epoch': 2.9944289693593316, 'step': 4300}
***** Running Evaluation: eval *****
  Num examples = 1400
  Batch size = 48
{'eval_loss': nan, 'eval_bleu': 33.23, 'eval_accuracy': 0.0, 'eval_correct': 0, 'eval_total': 1400, 'epoch': 3.0, 'step': 4308}
{'loss': 0.3569039165973663, 'learning_rate': 3.49408077994429e-05, 'epoch': 3.0118384401114207, 'step': 4325}
{'loss': 0.3409589183330536, 'learning_rate': 3.485376044568246e-05, 'epoch': 3.0292479108635098, 'step': 4350}
{'loss': 0.3513092237710953, 'learning_rate': 3.476671309192201e-05, 'epoch': 3.046657381615599, 'step': 4375}
{'loss': 0.3540702784061432, 'learning_rate': 3.4679665738161556e-05, 'epoch': 3.064066852367688, 'step': 4400}
{'loss': 0.3379720252752304, 'learning_rate': 3.4592618384401116e-05, 'epoch': 3.081476323119777, 'step': 4425}
{'loss': 0.3265447133779526, 'learning_rate': 3.450557103064067e-05, 'epoch': 3.098885793871866, 'step': 4450}
{'loss': 0.35463222026824953, 'learning_rate': 3.441852367688023e-05, 'epoch': 3.1162952646239552, 'step': 4475}
{'loss': 0.34292483925819395, 'learning_rate': 3.4331476323119775e-05, 'epoch': 3.1337047353760448, 'step': 4500}
{'loss': 0.3253732192516327, 'learning_rate': 3.4244428969359335e-05, 'epoch': 3.151114206128134, 'step': 4525}
{'loss': 0.3204983854293823, 'learning_rate': 3.415738161559889e-05, 'epoch': 3.168523676880223, 'step': 4550}
{'loss': 0.31912562787532806, 'learning_rate': 3.407033426183844e-05, 'epoch': 3.185933147632312, 'step': 4575}
{'loss': 0.3404206347465515, 'learning_rate': 3.3983286908077994e-05, 'epoch': 3.203342618384401, 'step': 4600}
{'loss': 0.3297533118724823, 'learning_rate': 3.389623955431755e-05, 'epoch': 3.2207520891364902, 'step': 4625}
{'loss': 0.3501086217164993, 'learning_rate': 3.3809192200557107e-05, 'epoch': 3.2381615598885793, 'step': 4650}
{'loss': 0.3370260381698608, 'learning_rate': 3.372214484679666e-05, 'epoch': 3.2555710306406684, 'step': 4675}
{'loss': 0.34069558620452883, 'learning_rate': 3.363509749303621e-05, 'epoch': 3.2729805013927575, 'step': 4700}
{'loss': 0.33032695412635804, 'learning_rate': 3.3548050139275766e-05, 'epoch': 3.2903899721448466, 'step': 4725}
{'loss': 0.33775838851928713, 'learning_rate': 3.346100278551532e-05, 'epoch': 3.307799442896936, 'step': 4750}
{'loss': 0.3500942766666412, 'learning_rate': 3.337395543175488e-05, 'epoch': 3.325208913649025, 'step': 4775}
{'loss': 0.328688468337059, 'learning_rate': 3.328690807799443e-05, 'epoch': 3.3426183844011144, 'step': 4800}
{'loss': 0.35490543603897096, 'learning_rate': 3.3199860724233984e-05, 'epoch': 3.3600278551532035, 'step': 4825}
{'loss': 0.3287057304382324, 'learning_rate': 3.311281337047354e-05, 'epoch': 3.3774373259052926, 'step': 4850}
{'loss': 0.338126517534256, 'learning_rate': 3.30257660167131e-05, 'epoch': 3.3948467966573816, 'step': 4875}
{'loss': 0.3377238202095032, 'learning_rate': 3.293871866295265e-05, 'epoch': 3.4122562674094707, 'step': 4900}
{'loss': 0.3491464173793793, 'learning_rate': 3.28516713091922e-05, 'epoch': 3.42966573816156, 'step': 4925}
{'loss': 0.3394959318637848, 'learning_rate': 3.2764623955431756e-05, 'epoch': 3.447075208913649, 'step': 4950}
{'loss': 0.33764434218406675, 'learning_rate': 3.267757660167131e-05, 'epoch': 3.464484679665738, 'step': 4975}
{'loss': 0.32725788056850436, 'learning_rate': 3.259052924791087e-05, 'epoch': 3.481894150417827, 'step': 5000}
{'loss': 0.3388185203075409, 'learning_rate': 3.2503481894150415e-05, 'epoch': 3.4993036211699167, 'step': 5025}
{'loss': 0.33948323667049407, 'learning_rate': 3.2416434540389975e-05, 'epoch': 3.5167130919220053, 'step': 5050}
{'loss': 0.35278390765190126, 'learning_rate': 3.232938718662953e-05, 'epoch': 3.534122562674095, 'step': 5075}
{'loss': 0.3337519097328186, 'learning_rate': 3.224233983286909e-05, 'epoch': 3.551532033426184, 'step': 5100}
{'loss': 0.33644087970256803, 'learning_rate': 3.2155292479108633e-05, 'epoch': 3.568941504178273, 'step': 5125}
{'loss': 0.30697053074836733, 'learning_rate': 3.2068245125348186e-05, 'epoch': 3.586350974930362, 'step': 5150}
{'loss': 0.33848118901252744, 'learning_rate': 3.1981197771587746e-05, 'epoch': 3.6037604456824512, 'step': 5175}
{'loss': 0.32018709778785703, 'learning_rate': 3.18941504178273e-05, 'epoch': 3.6211699164345403, 'step': 5200}
{'loss': 0.32354467749595645, 'learning_rate': 3.180710306406686e-05, 'epoch': 3.6385793871866294, 'step': 5225}
{'loss': 0.33517452239990236, 'learning_rate': 3.1720055710306405e-05, 'epoch': 3.6559888579387185, 'step': 5250}
{'loss': 0.34001214265823365, 'learning_rate': 3.1633008356545965e-05, 'epoch': 3.6733983286908076, 'step': 5275}
{'loss': 0.3264485150575638, 'learning_rate': 3.154596100278552e-05, 'epoch': 3.690807799442897, 'step': 5300}
{'loss': 0.3360472375154495, 'learning_rate': 3.145891364902507e-05, 'epoch': 3.708217270194986, 'step': 5325}
{'loss': 0.33776798605918884, 'learning_rate': 3.1371866295264624e-05, 'epoch': 3.7256267409470754, 'step': 5350}
{'loss': 0.3550302481651306, 'learning_rate': 3.128481894150418e-05, 'epoch': 3.7430362116991645, 'step': 5375}
{'loss': 0.32944888710975645, 'learning_rate': 3.1197771587743737e-05, 'epoch': 3.7604456824512535, 'step': 5400}
{'loss': 0.3456894028186798, 'learning_rate': 3.111072423398329e-05, 'epoch': 3.7778551532033426, 'step': 5425}
